"ML"|"No "|"7929694"|"15729607"
"SM"|"No "|"7929694"|"15891261"
"SP-SM"|"No "|"7929695"|"15567954"
"SM"|"No "|"7929695"|"16052914"
"GM"|"No "|"7929696"|"15729608"
"SM"|"No "|"7929696"|"15891262"
"ML"|"No "|"7929697"|"15567955"
"SM"|"No "|"7929697"|"15729609"
"GM"|"No "|"7929697"|"16052915"
"ML"|"No "|"7929698"|"15891263"
"SM"|"No "|"7929698"|"16052916"
"GM"|"No "|"7929700"|"15567956"
"ML"|"No "|"7929700"|"15729610"
"SM"|"No "|"7929700"|"15891264"
"GP-GM"|"No "|"7929706"|"15567960"
"SM"|"No "|"7929706"|"15729614"
"SP-SM"|"No "|"7929706"|"15891268"
"GM"|"No "|"7929706"|"16052920"
"SP"|"No "|"7929707"|"15567961"
"SP-SM"|"No "|"7929707"|"15729615"
"SM"|"No "|"7929707"|"16052921"
"SM"|"No "|"7929708"|"15567962"
"SP"|"No "|"7929708"|"15729616"
"GM"|"No "|"7929708"|"15891269"
"GP"|"No "|"7929708"|"16052922"
"ML"|"No "|"7929709"|"15891270"
"SM"|"No "|"7929709"|"16052923"
"ML"|"No "|"7929716"|"15567966"
"SM"|"No "|"7929716"|"15729620"
"CL-ML"|"No "|"7929716"|"15891273"
"GM"|"No "|"7929716"|"16052926"
"SM"|"No "|"7929717"|"15567967"
"CL-ML"|"No "|"7929717"|"15729621"
"ML"|"No "|"7929717"|"15891274"
"SC"|"No "|"7929717"|"16052927"
"ML"|"No "|"7929718"|"15567968"
"SM"|"No "|"7929718"|"15729622"
"CL-ML"|"No "|"7929718"|"15891275"
"GM"|"No "|"7929718"|"16052928"
"SM"|"No "|"7929728"|"15891280"
"SM"|"No "|"7929729"|"15567973"
"SP"|"No "|"7929729"|"15729627"
"SW"|"No "|"7929729"|"15891281"
"GP"|"No "|"7929729"|"16052933"
"ML"|"No "|"7929730"|"16052934"
"GM"|"No "|"7929735"|"15729630"
"ML"|"No "|"7929735"|"15891284"
"SM"|"No "|"7929735"|"16052937"
"GM"|"No "|"7929737"|"15567977"
"ML"|"No "|"7929737"|"15729631"
"SM"|"No "|"7929737"|"15891285"
"SP-SM"|"No "|"7935649"|"15570655"
"GM"|"No "|"7935649"|"15732308"
"GP-GM"|"No "|"7935649"|"15893962"
"SM"|"No "|"7935649"|"16055615"
"SM"|"No "|"7935650"|"15732309"
"SP-SM"|"No "|"7935650"|"15893963"
"SP-SM"|"No "|"7935651"|"15570656"
"SM"|"No "|"7935651"|"16055616"
"SM"|"No "|"7935674"|"15570669"
"ML"|"No "|"7935674"|"16055629"
"ML"|"No "|"7935675"|"15732323"
"SM"|"No "|"7935675"|"15893977"
"ML"|"No "|"7935676"|"15570670"
"SC-SM"|"No "|"7935676"|"15732324"
"SM"|"No "|"7935676"|"15893978"
"CL-ML"|"No "|"7935676"|"16055630"
"ML"|"No "|"7935677"|"15570671"
"SM"|"No "|"7935677"|"15732325"
"SP"|"No "|"7935677"|"15893979"
"GP-GM"|"No "|"7935677"|"16055631"
"SC-SM"|"No "|"7935688"|"15570676"
"SM"|"No "|"7935688"|"15732330"
"GC-GM"|"No "|"7935688"|"15893983"
"GM"|"No "|"7935688"|"16055636"
"SM"|"No "|"7935689"|"15570677"
"GM"|"No "|"7935689"|"15893984"
"ML"|"No "|"7935689"|"16055637"
"GM"|"No "|"7935690"|"15732331"
"ML"|"No "|"7935690"|"15893985"
"SM"|"No "|"7935690"|"16055638"
"SC"|"No "|"7935721"|"15570699"
"SM"|"No "|"7935721"|"15732353"
"CL-ML"|"No "|"7935721"|"15894006"
"ML"|"No "|"7935721"|"16055659"
"ML"|"No "|"7935722"|"15894007"
"SM"|"No "|"7935722"|"16055660"
"SC"|"No "|"7935723"|"15570700"
"SC-SM"|"No "|"7935723"|"15732354"
"SM"|"No "|"7935723"|"15894008"
"SC-SM"|"No "|"7938750"|"15572297"
"SM"|"No "|"7938750"|"15733951"
"CL-ML"|"No "|"7938750"|"15895604"
"ML"|"No "|"7938750"|"16057257"
"SM"|"No "|"7938752"|"15572298"
"GM"|"No "|"7938752"|"15895605"
"ML"|"No "|"7938752"|"16057258"
"GM"|"No "|"7938753"|"15733952"
"ML"|"No "|"7938753"|"15895606"
"SM"|"No "|"7938753"|"16057259"
"SP-SM"|"No "|"7938754"|"15572299"
"GP"|"No "|"7938754"|"15733953"
"GP-GM"|"No "|"7938754"|"15895607"
"SP"|"No "|"7938754"|"16057260"
"CL"|"No "|"7938755"|"15572300"
"CL-ML"|"No "|"7938755"|"15733954"
"ML"|"No "|"7938755"|"15895608"
"SM"|"No "|"7938755"|"16057261"
"GC-GM"|"No "|"7938756"|"15572301"
"GM"|"No "|"7938756"|"15733955"
"GC"|"No "|"7938756"|"15895609"
"ML"|"No "|"7938757"|"15572302"
"SC-SM"|"No "|"7938757"|"15733956"
"SM"|"No "|"7938757"|"15895610"
"CL-ML"|"No "|"7938757"|"16057262"
"SM"|"No "|"7938758"|"15572303"
"ML"|"No "|"7938758"|"16057263"
"SM"|"No "|"7938759"|"15572304"
"CL-ML"|"No "|"7938759"|"15733957"
"ML"|"No "|"7938759"|"15895611"
"SC-SM"|"No "|"7938759"|"16057264"
"SW-SM"|"No "|"7938760"|"15572305"
"GW"|"No "|"7938760"|"15733958"
"GW-GM"|"No "|"7938760"|"15895612"
"SW"|"No "|"7938760"|"16057265"
"SM"|"No "|"7938762"|"15572306"
"CL"|"No "|"7938762"|"15733959"
"ML"|"No "|"7938762"|"15895613"
"SC"|"No "|"7938762"|"16057266"
"ML"|"No "|"7938763"|"15733960"
"SM"|"No "|"7938764"|"15572307"
"GM"|"No "|"7938764"|"15895614"
"ML"|"No "|"7938764"|"16057267"
"SP"|"No "|"7938765"|"15572308"
"GM"|"No "|"7938765"|"15733961"
"GP"|"No "|"7938765"|"15895615"
"SM"|"No "|"7938765"|"16057268"
"GP"|"No "|"7938766"|"15733962"
"GW"|"No "|"7938766"|"15895616"
"GP"|"No "|"7938767"|"15572309"
"SM"|"No "|"7938767"|"15733963"
"SP"|"No "|"7938767"|"15895617"
"GM"|"No "|"7938767"|"16057269"
"SM"|"No "|"7938768"|"15572310"
"ML"|"No "|"7938768"|"16057270"
"SM"|"No "|"7938769"|"15733964"
"SP-SM"|"No "|"7938769"|"15895618"
"SP-SM"|"No "|"7938770"|"15572311"
"SM"|"No "|"7938770"|"16057271"
"ML"|"No "|"7938771"|"15733965"
"SM"|"No "|"7938772"|"15572312"
"SP-SM"|"No "|"7938772"|"15733966"
"GM"|"No "|"7938772"|"15895619"
"GP-GM"|"No "|"7938772"|"16057272"
"CL"|"No "|"7938773"|"15895620"
"CL-ML"|"No "|"7938773"|"16057273"
