4|"April"|"None"|||||||||||||"2965147"|"32032817"
1|"January"|"None"|||||||||||||"2965147"|"32032818"
5|"May"|"None"|||||||||||||"2965147"|"32032819"
8|"August"|"None"|||||||||||||"2965147"|"32343568"
7|"July"|"None"|||||||||||||"2965147"|"32343569"
11|"November"|"None"|||||||||||||"2965147"|"32343570"
12|"December"|"None"|||||||||||||"2965147"|"32654319"
6|"June"|"None"|||||||||||||"2965147"|"32654320"
10|"October"|"None"|||||||||||||"2965147"|"32654321"
2|"February"|"None"|||||||||||||"2965147"|"32965070"
3|"March"|"None"|||||||||||||"2965147"|"32965071"
9|"September"|"None"|||||||||||||"2965147"|"32965072"
4|"April"|"None"|||||||||||||"2965161"|"32032985"
1|"January"|"None"|||||||||||||"2965161"|"32032986"
5|"May"|"None"|||||||||||||"2965161"|"32032987"
8|"August"|"None"|||||||||||||"2965161"|"32343736"
7|"July"|"None"|||||||||||||"2965161"|"32343737"
11|"November"|"None"|||||||||||||"2965161"|"32343738"
12|"December"|"None"|||||||||||||"2965161"|"32654487"
6|"June"|"None"|||||||||||||"2965161"|"32654488"
10|"October"|"None"|||||||||||||"2965161"|"32654489"
2|"February"|"None"|||||||||||||"2965161"|"32965238"
3|"March"|"None"|||||||||||||"2965161"|"32965239"
9|"September"|"None"|||||||||||||"2965161"|"32965240"
4|"April"|"None"||||0|15|30|||||||"2966376"|"32047565"
1|"January"|"None"||||0|15|30|||||||"2966376"|"32047566"
5|"May"|"None"||||0|15|30|||||||"2966376"|"32047567"
8|"August"|"None"|||||||||||||"2966376"|"32358316"
7|"July"|"None"|||||||||||||"2966376"|"32358317"
11|"November"|"None"||||0|15|30|||||||"2966376"|"32358318"
12|"December"|"None"||||0|15|30|||||||"2966376"|"32669067"
6|"June"|"None"|||||||||||||"2966376"|"32669068"
10|"October"|"None"||||0|15|30|||||||"2966376"|"32669069"
2|"February"|"None"||||0|15|30|||||||"2966376"|"32979818"
3|"March"|"None"||||0|15|30|||||||"2966376"|"32979819"
9|"September"|"None"|||||||||||||"2966376"|"32979820"
4|"April"|"None"|||||||||||||"2966377"|"32047577"
1|"January"|"None"|||||||||||||"2966377"|"32047578"
5|"May"|"None"|||||||||||||"2966377"|"32047579"
8|"August"|"None"|||||||||||||"2966377"|"32358328"
7|"July"|"None"|||||||||||||"2966377"|"32358329"
11|"November"|"None"|||||||||||||"2966377"|"32358330"
12|"December"|"None"|||||||||||||"2966377"|"32669079"
6|"June"|"None"|||||||||||||"2966377"|"32669080"
10|"October"|"None"|||||||||||||"2966377"|"32669081"
2|"February"|"None"|||||||||||||"2966377"|"32979830"
3|"March"|"None"|||||||||||||"2966377"|"32979831"
9|"September"|"None"|||||||||||||"2966377"|"32979832"
4|"April"|"None"|||||||||||||"2966378"|"32047589"
1|"January"|"None"|||||||||||||"2966378"|"32047590"
5|"May"|"None"|||||||||||||"2966378"|"32047591"
8|"August"|"None"|||||||||||||"2966378"|"32358340"
7|"July"|"None"|||||||||||||"2966378"|"32358341"
11|"November"|"None"|||||||||||||"2966378"|"32358342"
12|"December"|"None"|||||||||||||"2966378"|"32669091"
6|"June"|"None"|||||||||||||"2966378"|"32669092"
10|"October"|"None"|||||||||||||"2966378"|"32669093"
2|"February"|"None"|||||||||||||"2966378"|"32979842"
3|"March"|"None"|||||||||||||"2966378"|"32979843"
9|"September"|"None"|||||||||||||"2966378"|"32979844"
4|"April"|"None"|||||||||||||"2966379"|"32047601"
1|"January"|"None"|||||||||||||"2966379"|"32047602"
5|"May"|"None"|||||||||||||"2966379"|"32047603"
8|"August"|"None"|||||||||||||"2966379"|"32358352"
7|"July"|"None"|||||||||||||"2966379"|"32358353"
11|"November"|"None"|||||||||||||"2966379"|"32358354"
12|"December"|"None"|||||||||||||"2966379"|"32669103"
6|"June"|"None"|||||||||||||"2966379"|"32669104"
10|"October"|"None"|||||||||||||"2966379"|"32669105"
2|"February"|"None"|||||||||||||"2966379"|"32979854"
3|"March"|"None"|||||||||||||"2966379"|"32979855"
9|"September"|"None"|||||||||||||"2966379"|"32979856"
4|"April"|"None"|||||||||||||"2966380"|"32047613"
1|"January"|"None"|||||||||||||"2966380"|"32047614"
5|"May"|"None"|||||||||||||"2966380"|"32047615"
8|"August"|"None"|||||||||||||"2966380"|"32358364"
7|"July"|"None"|||||||||||||"2966380"|"32358365"
11|"November"|"None"|||||||||||||"2966380"|"32358366"
12|"December"|"None"|||||||||||||"2966380"|"32669115"
6|"June"|"None"|||||||||||||"2966380"|"32669116"
10|"October"|"None"|||||||||||||"2966380"|"32669117"
2|"February"|"None"|||||||||||||"2966380"|"32979866"
3|"March"|"None"|||||||||||||"2966380"|"32979867"
9|"September"|"None"|||||||||||||"2966380"|"32979868"
4|"April"|"None"|||"Long"|0|15|30|||||||"2966381"|"32047625"
1|"January"|"None"|||"Long"|0|15|30|||||||"2966381"|"32047626"
5|"May"|"None"|||"Long"|0|15|30|||||||"2966381"|"32047627"
8|"August"|"None"|||||||||||||"2966381"|"32358376"
7|"July"|"None"|||||||||||||"2966381"|"32358377"
11|"November"|"None"|||"Long"|0|15|30|||||||"2966381"|"32358378"
12|"December"|"None"|||"Long"|0|15|30|||||||"2966381"|"32669127"
6|"June"|"None"|||||||||||||"2966381"|"32669128"
10|"October"|"None"|||||||||||||"2966381"|"32669129"
2|"February"|"None"|||"Long"|0|15|30|||||||"2966381"|"32979878"
3|"March"|"None"|||"Long"|0|15|30|||||||"2966381"|"32979879"
9|"September"|"None"|||||||||||||"2966381"|"32979880"
4|"April"|"None"||||0|7|15|||||||"2966382"|"32047637"
1|"January"|"None"||||0|7|15|||||||"2966382"|"32047638"
5|"May"|"None"|||||||||||||"2966382"|"32047639"
8|"August"|"None"|||||||||||||"2966382"|"32358388"
7|"July"|"None"|||||||||||||"2966382"|"32358389"
11|"November"|"None"|||||||||||||"2966382"|"32358390"
12|"December"|"None"|||||||||||||"2966382"|"32669139"
6|"June"|"None"|||||||||||||"2966382"|"32669140"
10|"October"|"None"|||||||||||||"2966382"|"32669141"
2|"February"|"None"||||0|7|15|||||||"2966382"|"32979890"
3|"March"|"None"||||0|7|15|||||||"2966382"|"32979891"
9|"September"|"None"|||||||||||||"2966382"|"32979892"
4|"April"|"None"|||||||||||||"2966383"|"32047649"
1|"January"|"None"|||||||||||||"2966383"|"32047650"
5|"May"|"None"|||||||||||||"2966383"|"32047651"
8|"August"|"None"|||||||||||||"2966383"|"32358400"
7|"July"|"None"|||||||||||||"2966383"|"32358401"
11|"November"|"None"|||||||||||||"2966383"|"32358402"
12|"December"|"None"|||||||||||||"2966383"|"32669151"
6|"June"|"None"|||||||||||||"2966383"|"32669152"
10|"October"|"None"|||||||||||||"2966383"|"32669153"
2|"February"|"None"|||||||||||||"2966383"|"32979902"
3|"March"|"None"|||||||||||||"2966383"|"32979903"
9|"September"|"None"|||||||||||||"2966383"|"32979904"
4|"April"|"None"||||0|15|30|||||||"2966384"|"32047661"
1|"January"|"None"||||0|15|30|||||||"2966384"|"32047662"
5|"May"|"None"||||0|15|30|||||||"2966384"|"32047663"
8|"August"|"None"|||||||||||||"2966384"|"32358412"
7|"July"|"None"|||||||||||||"2966384"|"32358413"
11|"November"|"None"|||||||||||||"2966384"|"32358414"
12|"December"|"None"||||0|15|30|||||||"2966384"|"32669163"
6|"June"|"None"||||0|15|30|||||||"2966384"|"32669164"
10|"October"|"None"|||||||||||||"2966384"|"32669165"
2|"February"|"None"||||0|15|30|||||||"2966384"|"32979914"
3|"March"|"None"||||0|15|30|||||||"2966384"|"32979915"
9|"September"|"None"|||||||||||||"2966384"|"32979916"
4|"April"|"None"||||0|7|15|||||||"2966385"|"32047673"
1|"January"|"None"|||||||||||||"2966385"|"32047674"
5|"May"|"None"||||0|7|15|||||||"2966385"|"32047675"
8|"August"|"None"|||||||||||||"2966385"|"32358424"
7|"July"|"None"|||||||||||||"2966385"|"32358425"
11|"November"|"None"|||||||||||||"2966385"|"32358426"
12|"December"|"None"|||||||||||||"2966385"|"32669175"
6|"June"|"None"||||0|7|15|||||||"2966385"|"32669176"
10|"October"|"None"|||||||||||||"2966385"|"32669177"
2|"February"|"None"|||||||||||||"2966385"|"32979926"
3|"March"|"None"||||0|7|15|||||||"2966385"|"32979927"
9|"September"|"None"|||||||||||||"2966385"|"32979928"
4|"April"|"None"|||||||||||||"2966386"|"32047685"
1|"January"|"None"|||||||||||||"2966386"|"32047686"
5|"May"|"None"|||||||||||||"2966386"|"32047687"
8|"August"|"None"|||||||||||||"2966386"|"32358436"
7|"July"|"None"|||||||||||||"2966386"|"32358437"
11|"November"|"None"|||||||||||||"2966386"|"32358438"
12|"December"|"None"|||||||||||||"2966386"|"32669187"
6|"June"|"None"|||||||||||||"2966386"|"32669188"
10|"October"|"None"|||||||||||||"2966386"|"32669189"
2|"February"|"None"|||||||||||||"2966386"|"32979938"
3|"March"|"None"|||||||||||||"2966386"|"32979939"
9|"September"|"None"|||||||||||||"2966386"|"32979940"
4|"April"|"None"|||||||||||||"2966387"|"32047697"
1|"January"|"None"|||||||||||||"2966387"|"32047698"
5|"May"|"None"|||||||||||||"2966387"|"32047699"
8|"August"|"None"|||||||||||||"2966387"|"32358448"
7|"July"|"None"|||||||||||||"2966387"|"32358449"
11|"November"|"None"|||||||||||||"2966387"|"32358450"
12|"December"|"None"|||||||||||||"2966387"|"32669199"
6|"June"|"None"|||||||||||||"2966387"|"32669200"
10|"October"|"None"|||||||||||||"2966387"|"32669201"
2|"February"|"None"|||||||||||||"2966387"|"32979950"
3|"March"|"None"|||||||||||||"2966387"|"32979951"
9|"September"|"None"|||||||||||||"2966387"|"32979952"
4|"April"|"None"||||0|15|30|||||||"2966388"|"32047709"
1|"January"|"None"||||0|15|30|||||||"2966388"|"32047710"
5|"May"|"None"|||||||||||||"2966388"|"32047711"
8|"August"|"None"|||||||||||||"2966388"|"32358460"
7|"July"|"None"|||||||||||||"2966388"|"32358461"
11|"November"|"None"|||||||||||||"2966388"|"32358462"
12|"December"|"None"|||||||||||||"2966388"|"32669211"
6|"June"|"None"|||||||||||||"2966388"|"32669212"
10|"October"|"None"|||||||||||||"2966388"|"32669213"
2|"February"|"None"||||0|15|30|||||||"2966388"|"32979962"
3|"March"|"None"||||0|15|30|||||||"2966388"|"32979963"
9|"September"|"None"|||||||||||||"2966388"|"32979964"
4|"April"|"None"|||"Long"|0|15|30|||||||"2966389"|"32047721"
1|"January"|"None"|||"Long"|0|15|30|||||||"2966389"|"32047722"
5|"May"|"None"|||"Long"|0|15|30|||||||"2966389"|"32047723"
8|"August"|"None"|||||||||||||"2966389"|"32358472"
7|"July"|"None"|||||||||||||"2966389"|"32358473"
11|"November"|"None"|||||||||||||"2966389"|"32358474"
12|"December"|"None"|||"Long"|0|15|30|||||||"2966389"|"32669223"
6|"June"|"None"|||||||||||||"2966389"|"32669224"
10|"October"|"None"|||||||||||||"2966389"|"32669225"
2|"February"|"None"|||"Long"|0|15|30|||||||"2966389"|"32979974"
3|"March"|"None"|||"Long"|0|15|30|||||||"2966389"|"32979975"
9|"September"|"None"|||||||||||||"2966389"|"32979976"
