4|"April"||||||||||||||"3041799"|"32020010"
1|"January"||||||||||||||"3041799"|"32020011"
5|"May"||||||||||||||"3041799"|"32020012"
8|"August"||||||||||||||"3041799"|"32330761"
7|"July"||||||||||||||"3041799"|"32330762"
11|"November"||||||||||||||"3041799"|"32330763"
12|"December"||||||||||||||"3041799"|"32641512"
6|"June"||||||||||||||"3041799"|"32641513"
10|"October"||||||||||||||"3041799"|"32641514"
2|"February"||||||||||||||"3041799"|"32952263"
3|"March"||||||||||||||"3041799"|"32952264"
9|"September"||||||||||||||"3041799"|"32952265"
4|"April"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"32254427"
1|"January"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"32254428"
5|"May"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"32254429"
8|"August"|"None"|||||||||||||"3009530"|"32565178"
7|"July"|"Frequent"|"Long"||||||||||||"3009530"|"32565179"
11|"November"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"32565180"
12|"December"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"32875929"
6|"June"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"32875930"
10|"October"|"None"|||||||||||||"3009530"|"32875931"
2|"February"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"33186680"
3|"March"|"Frequent"|"Long"|||0|15|30|||||||"3009530"|"33186681"
9|"September"|"None"|||||||||||||"3009530"|"33186682"
8|"August"|"None"|||||||||||||"3022483"|"32099061"
7|"July"|"None"|||||||||||||"3022483"|"32099062"
11|"November"|"None"|||||||||||||"3022483"|"32099063"
12|"December"|"None"|||||||||||||"3022483"|"32409812"
6|"June"|"None"|||||||||||||"3022483"|"32409813"
10|"October"|"None"|||||||||||||"3022483"|"32409814"
2|"February"|"None"|||||||||||||"3022483"|"32720563"
3|"March"|"None"|||||||||||||"3022483"|"32720564"
9|"September"|"None"|||||||||||||"3022483"|"32720565"
4|"April"|"None"|||||||||||||"3022483"|"33031313"
1|"January"|"None"|||||||||||||"3022483"|"33031314"
5|"May"|"None"|||||||||||||"3022483"|"33031315"
4|"April"|"None"|||||||||||||"2990100"|"32021372"
1|"January"|"None"|||||||||||||"2990100"|"32021373"
5|"May"|"None"|||||||||||||"2990100"|"32021374"
8|"August"|"None"|||||||||||||"2990100"|"32332123"
7|"July"|"None"|||||||||||||"2990100"|"32332124"
11|"November"|"None"|||||||||||||"2990100"|"32332125"
12|"December"|"None"|||||||||||||"2990100"|"32642874"
6|"June"|"None"|||||||||||||"2990100"|"32642875"
10|"October"|"None"|||||||||||||"2990100"|"32642876"
2|"February"|"None"|||||||||||||"2990100"|"32953625"
3|"March"|"None"|||||||||||||"2990100"|"32953626"
9|"September"|"None"|||||||||||||"2990100"|"32953627"
2|"February"|"None"|||||||||||||"2977147"|"32176761"
3|"March"|"None"|||||||||||||"2977147"|"32176762"
9|"September"|"None"|||||||||||||"2977147"|"32176763"
4|"April"|"None"|||||||||||||"2977147"|"32487511"
1|"January"|"None"|||||||||||||"2977147"|"32487512"
5|"May"|"None"|||||||||||||"2977147"|"32487513"
8|"August"|"None"|||||||||||||"2977147"|"32798262"
7|"July"|"None"|||||||||||||"2977147"|"32798263"
11|"November"|"None"|||||||||||||"2977147"|"32798264"
12|"December"|"None"|||||||||||||"2977147"|"33109013"
6|"June"|"None"|||||||||||||"2977147"|"33109014"
10|"October"|"None"|||||||||||||"2977147"|"33109015"
2|"February"|"None"|||||||||||||"3003053"|"32176752"
3|"March"|"None"|||||||||||||"3003053"|"32176753"
9|"September"|"None"|||||||||||||"3003053"|"32176754"
4|"April"|"None"|||||||||||||"3003053"|"32487502"
1|"January"|"None"|||||||||||||"3003053"|"32487503"
5|"May"|"None"|||||||||||||"3003053"|"32487504"
8|"August"|"None"|||||||||||||"3003053"|"32798253"
7|"July"|"None"|||||||||||||"3003053"|"32798254"
11|"November"|"None"|||||||||||||"3003053"|"32798255"
12|"December"|"None"|||||||||||||"3003053"|"33109004"
6|"June"|"None"|||||||||||||"3003053"|"33109005"
