file_path,subsystem,action,target_phase,priority,blocking_decision,tests_to_run,notes
tests/microservices/test_diff_nodir.py,tests/microservices,remove,5,high,,wctl run-pytest tests/microservices/test_diff_nodir.py,remove_nodir_specific_test_surface
tests/microservices/test_files_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_files_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_ash_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_ash_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_climate_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_climate_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_debris_flow_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_debris_flow_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_export_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_export_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_landuse_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_landuse_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_omni_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_omni_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_project_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_project_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_soils_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_soils_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_treatments_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_treatments_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_upload_climate_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_upload_climate_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_upload_huc_fire_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_upload_huc_fire_routes.py,update_existing_tests_to_directory_only_contract
tests/microservices/test_rq_engine_watershed_routes.py,tests/microservices,replace,5,medium,,wctl run-pytest tests/microservices/test_rq_engine_watershed_routes.py,update_existing_tests_to_directory_only_contract
tests/nodb/mods/test_ash_transport_run_ash.py,tests/nodb,replace,5,medium,,wctl run-pytest tests/nodb/mods/test_ash_transport_run_ash.py,update_existing_tests_to_directory_only_contract
tests/nodb/mods/test_observed_processing.py,tests/nodb,replace,5,medium,,wctl run-pytest tests/nodb/mods/test_observed_processing.py,update_existing_tests_to_directory_only_contract
tests/nodb/mods/test_omni.py,tests/nodb,replace,5,medium,,wctl run-pytest tests/nodb/mods/test_omni.py,update_existing_tests_to_directory_only_contract
tests/nodb/test_climate_build_router_services.py,tests/nodb,replace,5,medium,,wctl run-pytest tests/nodb/test_climate_build_router_services.py,update_existing_tests_to_directory_only_contract
tests/nodb/test_root_dir_materialization.py,tests/nodb,replace,5,medium,,wctl run-pytest tests/nodb/test_root_dir_materialization.py,update_existing_tests_to_directory_only_contract
tests/nodb/test_wepp_nodir_read_paths.py,tests/nodb,remove,5,high,,wctl run-pytest tests/nodb/test_wepp_nodir_read_paths.py,remove_nodir_specific_test_surface
tests/nodir/test_archive_fs.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_archive_validation.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_errors.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_lock_runid_scoping.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_materialize.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_mutations.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_parquet_precedence_fs.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_parquet_sidecars.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_paths.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_projections.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_resolve.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_state.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_symlink_security.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_thaw_freeze.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/nodir/test_wepp_inputs.py,tests/nodir,remove,5,high,,wctl run-pytest tests/nodir,remove_nodir_package_tests
tests/query_engine/test_mcp_router.py,tests/query_engine,replace,5,medium,,wctl run-pytest tests/query_engine/test_mcp_router.py,update_existing_tests_to_directory_only_contract
tests/rq/test_bootstrap_autocommit_rq.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_bootstrap_autocommit_rq.py,update_existing_tests_to_directory_only_contract
tests/rq/test_omni_rq.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_omni_rq.py,update_existing_tests_to_directory_only_contract
tests/rq/test_path_ce_rq.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_path_ce_rq.py,update_existing_tests_to_directory_only_contract
tests/rq/test_project_rq_archive.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_project_rq_archive.py,update_existing_tests_to_directory_only_contract
tests/rq/test_project_rq_archive_helpers.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_project_rq_archive_helpers.py,update_existing_tests_to_directory_only_contract
tests/rq/test_project_rq_ash.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_project_rq_ash.py,update_existing_tests_to_directory_only_contract
tests/rq/test_project_rq_debris_flow.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_project_rq_debris_flow.py,update_existing_tests_to_directory_only_contract
tests/rq/test_project_rq_fork.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_project_rq_fork.py,update_existing_tests_to_directory_only_contract
tests/rq/test_wepp_rq_nodir.py,tests/rq,remove,5,high,,wctl run-pytest tests/rq/test_wepp_rq_nodir.py,remove_nodir_specific_test_surface
tests/rq/test_weppcloudr_rq.py,tests/rq,replace,5,medium,,wctl run-pytest tests/rq/test_weppcloudr_rq.py,update_existing_tests_to_directory_only_contract
tests/tools/test_migrations_nodir_bulk.py,tests/tools,remove,5,high,,wctl run-pytest tests/tools/test_migrations_nodir_bulk.py,remove_nodir_specific_test_surface
tests/weppcloud/routes/test_observed_bp.py,tests/weppcloud,replace,5,medium,,wctl run-pytest tests/weppcloud/routes/test_observed_bp.py,update_existing_tests_to_directory_only_contract
tests/weppcloud/routes/test_test_bp.py,tests/weppcloud,replace,5,medium,,wctl run-pytest tests/weppcloud/routes/test_test_bp.py,update_existing_tests_to_directory_only_contract
tests/weppcloud/routes/test_watar_bp.py,tests/weppcloud,replace,5,medium,,wctl run-pytest tests/weppcloud/routes/test_watar_bp.py,update_existing_tests_to_directory_only_contract
tests/weppcloud/utils/test_helpers_paths.py,tests/weppcloud,replace,5,medium,,wctl run-pytest tests/weppcloud/utils/test_helpers_paths.py,update_existing_tests_to_directory_only_contract
wepppy/nodb/mods/omni/README.md,wepppy/nodb,remove,5,low,,wctl doc-lint --path wepppy/nodb/mods/omni/README.md,remove_nodir_specific_module_docs
wepppy/tools/migrations/README.md,wepppy/tools,replace,5,low,,wctl doc-lint --path wepppy/tools/migrations/README.md,document_directory_only_migration_flow
