4|"April"||||||||||||||"3041799"|"32020010"
1|"January"||||||||||||||"3041799"|"32020011"
5|"May"||||||||||||||"3041799"|"32020012"
8|"August"||||||||||||||"3041799"|"32330761"
7|"July"||||||||||||||"3041799"|"32330762"
11|"November"||||||||||||||"3041799"|"32330763"
12|"December"||||||||||||||"3041799"|"32641512"
6|"June"||||||||||||||"3041799"|"32641513"
10|"October"||||||||||||||"3041799"|"32641514"
2|"February"||||||||||||||"3041799"|"32952263"
3|"March"||||||||||||||"3041799"|"32952264"
9|"September"||||||||||||||"3041799"|"32952265"
4|"April"|"None"|||||||||||||"2991310"|"32035892"
1|"January"|"None"|||||||||||||"2991310"|"32035893"
5|"May"|"None"|||||||||||||"2991310"|"32035894"
8|"August"|"None"|||||||||||||"2991310"|"32346643"
7|"July"|"None"|||||||||||||"2991310"|"32346644"
11|"November"|"None"|||||||||||||"2991310"|"32346645"
12|"December"|"None"|||||||||||||"2991310"|"32657394"
6|"June"|"None"|||||||||||||"2991310"|"32657395"
10|"October"|"None"|||||||||||||"2991310"|"32657396"
2|"February"|"None"|||||||||||||"2991310"|"32968145"
3|"March"|"None"|||||||||||||"2991310"|"32968146"
9|"September"|"None"|||||||||||||"2991310"|"32968147"
8|"August"|"None"|||||||||||||"3023693"|"32113581"
7|"July"|"None"|||||||||||||"3023693"|"32113582"
11|"November"|"None"|||||||||||||"3023693"|"32113583"
12|"December"|"None"|||||||||||||"3023693"|"32424332"
6|"June"|"None"|||||||||||||"3023693"|"32424333"
10|"October"|"None"|||||||||||||"3023693"|"32424334"
2|"February"|"None"|||||||||||||"3023693"|"32735083"
3|"March"|"None"|||||||||||||"3023693"|"32735084"
9|"September"|"None"|||||||||||||"3023693"|"32735085"
4|"April"|"None"|||||||||||||"3023693"|"33045833"
1|"January"|"None"|||||||||||||"3023693"|"33045834"
5|"May"|"None"|||||||||||||"3023693"|"33045835"
2|"February"|"None"|||||||||||||"3030170"|"32191275"
3|"March"|"None"|||||||||||||"3030170"|"32191276"
9|"September"|"None"|||||||||||||"3030170"|"32191277"
4|"April"|"None"|||||||||||||"3030170"|"32502025"
1|"January"|"None"|||||||||||||"3030170"|"32502026"
5|"May"|"None"|||||||||||||"3030170"|"32502027"
8|"August"|"None"|||||||||||||"3030170"|"32812776"
7|"July"|"None"|||||||||||||"3030170"|"32812777"
11|"November"|"None"|||||||||||||"3030170"|"32812778"
12|"December"|"None"|||||||||||||"3030170"|"33123527"
6|"June"|"None"|||||||||||||"3030170"|"33123528"
10|"October"|"None"|||||||||||||"3030170"|"33123529"
4|"April"|"None"|||||||||||||"3010740"|"32268947"
1|"January"|"None"|||||||||||||"3010740"|"32268948"
5|"May"|"None"|||||||||||||"3010740"|"32268949"
8|"August"|"None"|||||||||||||"3010740"|"32579698"
7|"July"|"None"|||||||||||||"3010740"|"32579699"
11|"November"|"None"|||||||||||||"3010740"|"32579700"
12|"December"|"None"|||||||||||||"3010740"|"32890449"
6|"June"|"None"|||||||||||||"3010740"|"32890450"
10|"October"|"None"|||||||||||||"3010740"|"32890451"
2|"February"|"None"|||||||||||||"3010740"|"33201200"
3|"March"|"None"|||||||||||||"3010740"|"33201201"
9|"September"|"None"|||||||||||||"3010740"|"33201202"
2|"February"|"None"|||||||||||||"3056076"|"32191278"
3|"March"|"None"|||||||||||||"3056076"|"32191279"
9|"September"|"None"|||||||||||||"3056076"|"32191280"
4|"April"|"None"|||||||||||||"3056076"|"32502028"
1|"January"|"None"|||||||||||||"3056076"|"32502029"
5|"May"|"None"|||||||||||||"3056076"|"32502030"
8|"August"|"None"|||||||||||||"3056076"|"32812779"
7|"July"|"None"|||||||||||||"3056076"|"32812780"
11|"November"|"None"|||||||||||||"3056076"|"32812781"
12|"December"|"None"|||||||||||||"3056076"|"33123530"
6|"June"|"None"|||||||||||||"3056076"|"33123531"
10|"October"|"None"|||||||||||||"3056076"|"33123532"
2|"February"|"None"|||"Long"|0|15|30|||||||"3004263"|"32191272"
3|"March"|"None"|||"Long"|0|15|30|||||||"3004263"|"32191273"
