4|"April"||||||||||||||"3041799"|"32020010"
1|"January"||||||||||||||"3041799"|"32020011"
5|"May"||||||||||||||"3041799"|"32020012"
8|"August"||||||||||||||"3041799"|"32330761"
7|"July"||||||||||||||"3041799"|"32330762"
11|"November"||||||||||||||"3041799"|"32330763"
12|"December"||||||||||||||"3041799"|"32641512"
6|"June"||||||||||||||"3041799"|"32641513"
10|"October"||||||||||||||"3041799"|"32641514"
2|"February"||||||||||||||"3041799"|"32952263"
3|"March"||||||||||||||"3041799"|"32952264"
9|"September"||||||||||||||"3041799"|"32952265"
4|"April"|"None"|||||||||||||"2965371"|"32035505"
1|"January"|"None"|||||||||||||"2965371"|"32035506"
5|"May"|"None"|||||||||||||"2965371"|"32035507"
8|"August"|"None"|||||||||||||"2965371"|"32346256"
7|"July"|"None"|||||||||||||"2965371"|"32346257"
11|"November"|"None"|||||||||||||"2965371"|"32346258"
12|"December"|"None"|||||||||||||"2965371"|"32657007"
6|"June"|"None"|||||||||||||"2965371"|"32657008"
10|"October"|"None"|||||||||||||"2965371"|"32657009"
2|"February"|"None"|||||||||||||"2965371"|"32967758"
3|"March"|"None"|||||||||||||"2965371"|"32967759"
9|"September"|"None"|||||||||||||"2965371"|"32967760"
3|"March"|"None"|||||||||||||"2984801"|"32268560"
9|"September"|"None"|||||||||||||"2984801"|"32268561"
2|"February"|"None"|||||||||||||"2984801"|"32268562"
5|"May"|"None"|||||||||||||"2984801"|"32579311"
4|"April"|"None"|||||||||||||"2984801"|"32579312"
1|"January"|"None"|||||||||||||"2984801"|"32579313"
11|"November"|"None"|||||||||||||"2984801"|"32890062"
8|"August"|"None"|||||||||||||"2984801"|"32890063"
7|"July"|"None"|||||||||||||"2984801"|"32890064"
10|"October"|"None"|||||||||||||"2984801"|"33200813"
12|"December"|"None"|||||||||||||"2984801"|"33200814"
6|"June"|"None"|||||||||||||"2984801"|"33200815"
8|"August"|"None"|||||||||||||"2997754"|"32113194"
7|"July"|"None"|||||||||||||"2997754"|"32113195"
11|"November"|"None"|||||||||||||"2997754"|"32113196"
12|"December"|"None"|||||||||||||"2997754"|"32423945"
6|"June"|"None"|||||||||||||"2997754"|"32423946"
10|"October"|"None"|||||||||||||"2997754"|"32423947"
2|"February"|"None"|||||||||||||"2997754"|"32734696"
3|"March"|"None"|||||||||||||"2997754"|"32734697"
9|"September"|"None"|||||||||||||"2997754"|"32734698"
4|"April"|"None"|||||||||||||"2997754"|"33045446"
1|"January"|"None"|||||||||||||"2997754"|"33045447"
5|"May"|"None"|||||||||||||"2997754"|"33045448"
2|"February"|"Frequent"|"Long"||||||||||||"2978324"|"32190885"
3|"March"|"Frequent"|"Long"||||||||||||"2978324"|"32190886"
9|"September"|"None"|||||||||||||"2978324"|"32190887"
4|"April"|"Frequent"|"Long"||||||||||||"2978324"|"32501635"
1|"January"|"Frequent"|"Long"||||||||||||"2978324"|"32501636"
5|"May"|"Frequent"|"Long"||||||||||||"2978324"|"32501637"
8|"August"|"None"|||||||||||||"2978324"|"32812386"
7|"July"|"None"|||||||||||||"2978324"|"32812387"
11|"November"|"None"|||||||||||||"2978324"|"32812388"
12|"December"|"Frequent"|"Long"||||||||||||"2978324"|"33123137"
6|"June"|"None"|||||||||||||"2978324"|"33123138"
10|"October"|"None"|||||||||||||"2978324"|"33123139"
4|"April"|"None"|||||||||||||"3010707"|"32268551"
1|"January"|"None"|||||||||||||"3010707"|"32268552"
5|"May"|"None"|||||||||||||"3010707"|"32268553"
8|"August"|"None"|||||||||||||"3010707"|"32579302"
7|"July"|"None"|||||||||||||"3010707"|"32579303"
11|"November"|"None"|||||||||||||"3010707"|"32579304"
12|"December"|"None"|||||||||||||"3010707"|"32890053"
6|"June"|"None"|||||||||||||"3010707"|"32890054"
10|"October"|"None"|||||||||||||"3010707"|"32890055"
2|"February"|"None"|||||||||||||"3010707"|"33200804"
3|"March"|"None"|||||||||||||"3010707"|"33200805"
9|"September"|"None"|||||||||||||"3010707"|"33200806"
2|"February"|"None"|||||||||||||"3056043"|"32190882"
