3|"March"|"None"|||||||||||||"2965932"|"32042237"
9|"September"|"None"|||||||||||||"2965932"|"32042238"
2|"February"|"None"|||||||||||||"2965932"|"32042239"
5|"May"|"None"|||||||||||||"2965932"|"32352988"
4|"April"|"None"|||||||||||||"2965932"|"32352989"
1|"January"|"None"|||||||||||||"2965932"|"32352990"
11|"November"|"None"|||||||||||||"2965932"|"32663739"
8|"August"|"None"|||||||||||||"2965932"|"32663740"
7|"July"|"None"|||||||||||||"2965932"|"32663741"
10|"October"|"None"|||||||||||||"2965932"|"32974490"
12|"December"|"None"|||||||||||||"2965932"|"32974491"
6|"June"|"None"|||||||||||||"2965932"|"32974492"
4|"April"|"Occasional"|"Brief"||||||||||||"2965974"|"32042741"
1|"January"|"None"|||||||||||||"2965974"|"32042742"
5|"May"|"Occasional"|"Brief"||||||||||||"2965974"|"32042743"
8|"August"|"None"|||||||||||||"2965974"|"32353492"
7|"July"|"None"|||||||||||||"2965974"|"32353493"
11|"November"|"None"|||||||||||||"2965974"|"32353494"
12|"December"|"None"|||||||||||||"2965974"|"32664243"
6|"June"|"None"|||||||||||||"2965974"|"32664244"
10|"October"|"None"|||||||||||||"2965974"|"32664245"
2|"February"|"None"|||||||||||||"2965974"|"32974994"
3|"March"|"Occasional"|"Brief"||||||||||||"2965974"|"32974995"
9|"September"|"None"|||||||||||||"2965974"|"32974996"
4|"April"|"Occasional"|"Very brief"||||||||||||"2966599"|"32050241"
1|"January"|"Occasional"|"Very brief"||||||||||||"2966599"|"32050242"
5|"May"|"Occasional"|"Very brief"||||||||||||"2966599"|"32050243"
8|"August"|"None"|||||||||||||"2966599"|"32360992"
7|"July"|"None"|||||||||||||"2966599"|"32360993"
11|"November"|"Occasional"|"Very brief"||||||||||||"2966599"|"32360994"
12|"December"|"Occasional"|"Very brief"||||||||||||"2966599"|"32671743"
6|"June"|"Occasional"|"Very brief"||||||||||||"2966599"|"32671744"
10|"October"|"None"|||||||||||||"2966599"|"32671745"
2|"February"|"Occasional"|"Very brief"||||||||||||"2966599"|"32982494"
3|"March"|"Occasional"|"Very brief"||||||||||||"2966599"|"32982495"
9|"September"|"None"|||||||||||||"2966599"|"32982496"
4|"April"|"None"|||||||||||||"2966601"|"32050265"
1|"January"|"None"|||||||||||||"2966601"|"32050266"
5|"May"|"None"|||||||||||||"2966601"|"32050267"
8|"August"|"None"|||||||||||||"2966601"|"32361016"
7|"July"|"None"|||||||||||||"2966601"|"32361017"
11|"November"|"None"|||||||||||||"2966601"|"32361018"
12|"December"|"None"|||||||||||||"2966601"|"32671767"
6|"June"|"None"|||||||||||||"2966601"|"32671768"
10|"October"|"None"|||||||||||||"2966601"|"32671769"
2|"February"|"None"|||||||||||||"2966601"|"32982518"
3|"March"|"None"|||||||||||||"2966601"|"32982519"
9|"September"|"None"|||||||||||||"2966601"|"32982520"
4|"April"|"None"|||||||||||||"2966602"|"32050277"
1|"January"|"None"|||||||||||||"2966602"|"32050278"
5|"May"|"None"|||||||||||||"2966602"|"32050279"
8|"August"|"None"|||||||||||||"2966602"|"32361028"
7|"July"|"None"|||||||||||||"2966602"|"32361029"
11|"November"|"None"|||||||||||||"2966602"|"32361030"
12|"December"|"None"|||||||||||||"2966602"|"32671779"
6|"June"|"None"|||||||||||||"2966602"|"32671780"
10|"October"|"None"|||||||||||||"2966602"|"32671781"
2|"February"|"None"|||||||||||||"2966602"|"32982530"
3|"March"|"None"|||||||||||||"2966602"|"32982531"
9|"September"|"None"|||||||||||||"2966602"|"32982532"
4|"April"|"None"|||||||||||||"2966603"|"32050289"
1|"January"|"None"|||||||||||||"2966603"|"32050290"
5|"May"|"None"|||||||||||||"2966603"|"32050291"
8|"August"|"None"|||||||||||||"2966603"|"32361040"
7|"July"|"None"|||||||||||||"2966603"|"32361041"
11|"November"|"None"|||||||||||||"2966603"|"32361042"
12|"December"|"None"|||||||||||||"2966603"|"32671791"
6|"June"|"None"|||||||||||||"2966603"|"32671792"
10|"October"|"None"|||||||||||||"2966603"|"32671793"
2|"February"|"None"|||||||||||||"2966603"|"32982542"
3|"March"|"None"|||||||||||||"2966603"|"32982543"
9|"September"|"None"|||||||||||||"2966603"|"32982544"
4|"April"|"None"|||||||||||||"2966625"|"32050553"
1|"January"|"None"|||||||||||||"2966625"|"32050554"
5|"May"|"None"|||||||||||||"2966625"|"32050555"
8|"August"|"None"|||||||||||||"2966625"|"32361304"
7|"July"|"None"|||||||||||||"2966625"|"32361305"
11|"November"|"None"|||||||||||||"2966625"|"32361306"
12|"December"|"None"|||||||||||||"2966625"|"32672055"
6|"June"|"None"|||||||||||||"2966625"|"32672056"
10|"October"|"None"|||||||||||||"2966625"|"32672057"
2|"February"|"None"|||||||||||||"2966625"|"32982806"
3|"March"|"None"|||||||||||||"2966625"|"32982807"
9|"September"|"None"|||||||||||||"2966625"|"32982808"
4|"April"|"None"|||||||||||||"2966629"|"32050601"
1|"January"|"None"|||||||||||||"2966629"|"32050602"
5|"May"|"None"|||||||||||||"2966629"|"32050603"
8|"August"|"None"|||||||||||||"2966629"|"32361352"
7|"July"|"None"|||||||||||||"2966629"|"32361353"
11|"November"|"None"|||||||||||||"2966629"|"32361354"
12|"December"|"None"|||||||||||||"2966629"|"32672103"
6|"June"|"None"|||||||||||||"2966629"|"32672104"
10|"October"|"None"|||||||||||||"2966629"|"32672105"
2|"February"|"None"|||||||||||||"2966629"|"32982854"
3|"March"|"None"|||||||||||||"2966629"|"32982855"
9|"September"|"None"|||||||||||||"2966629"|"32982856"
4|"April"|"None"||||0|15|30|||||||"2966631"|"32050625"
1|"January"|"None"||||0|15|30|||||||"2966631"|"32050626"
5|"May"|"None"||||0|15|30|||||||"2966631"|"32050627"
8|"August"|"None"|||||||||||||"2966631"|"32361376"
7|"July"|"None"||||0|15|30|||||||"2966631"|"32361377"
11|"November"|"None"||||0|15|30|||||||"2966631"|"32361378"
12|"December"|"None"||||0|15|30|||||||"2966631"|"32672127"
6|"June"|"None"||||0|15|30|||||||"2966631"|"32672128"
10|"October"|"None"|||||||||||||"2966631"|"32672129"
2|"February"|"None"||||0|15|30|||||||"2966631"|"32982878"
3|"March"|"None"||||0|15|30|||||||"2966631"|"32982879"
9|"September"|"None"|||||||||||||"2966631"|"32982880"
4|"April"|"None"|||||||||||||"2966632"|"32050637"
1|"January"|"None"|||||||||||||"2966632"|"32050638"
5|"May"|"None"|||||||||||||"2966632"|"32050639"
8|"August"|"None"|||||||||||||"2966632"|"32361388"
7|"July"|"None"|||||||||||||"2966632"|"32361389"
11|"November"|"None"|||||||||||||"2966632"|"32361390"
12|"December"|"None"|||||||||||||"2966632"|"32672139"
6|"June"|"None"|||||||||||||"2966632"|"32672140"
10|"October"|"None"|||||||||||||"2966632"|"32672141"
2|"February"|"None"|||||||||||||"2966632"|"32982890"
3|"March"|"None"|||||||||||||"2966632"|"32982891"
9|"September"|"None"|||||||||||||"2966632"|"32982892"
4|"April"|"None"|||||||||||||"2966633"|"32050649"
1|"January"|"None"|||||||||||||"2966633"|"32050650"
5|"May"|"None"|||||||||||||"2966633"|"32050651"
8|"August"|"None"|||||||||||||"2966633"|"32361400"
7|"July"|"None"|||||||||||||"2966633"|"32361401"
11|"November"|"None"|||||||||||||"2966633"|"32361402"
12|"December"|"None"|||||||||||||"2966633"|"32672151"
6|"June"|"None"|||||||||||||"2966633"|"32672152"
10|"October"|"None"|||||||||||||"2966633"|"32672153"
2|"February"|"None"|||||||||||||"2966633"|"32982902"
3|"March"|"None"|||||||||||||"2966633"|"32982903"
9|"September"|"None"|||||||||||||"2966633"|"32982904"
4|"April"|"None"|||||||||||||"2966634"|"32050661"
1|"January"|"None"|||||||||||||"2966634"|"32050662"
5|"May"|"None"|||||||||||||"2966634"|"32050663"
8|"August"|"None"|||||||||||||"2966634"|"32361412"
7|"July"|"None"|||||||||||||"2966634"|"32361413"
11|"November"|"None"|||||||||||||"2966634"|"32361414"
12|"December"|"None"|||||||||||||"2966634"|"32672163"
6|"June"|"None"|||||||||||||"2966634"|"32672164"
10|"October"|"None"|||||||||||||"2966634"|"32672165"
2|"February"|"None"|||||||||||||"2966634"|"32982914"
3|"March"|"None"|||||||||||||"2966634"|"32982915"
9|"September"|"None"|||||||||||||"2966634"|"32982916"
4|"April"|"None"|||||||||||||"2966635"|"32050673"
1|"January"|"None"|||||||||||||"2966635"|"32050674"
5|"May"|"None"|||||||||||||"2966635"|"32050675"
8|"August"|"None"|||||||||||||"2966635"|"32361424"
7|"July"|"None"|||||||||||||"2966635"|"32361425"
11|"November"|"None"|||||||||||||"2966635"|"32361426"
12|"December"|"None"|||||||||||||"2966635"|"32672175"
6|"June"|"None"|||||||||||||"2966635"|"32672176"
10|"October"|"None"|||||||||||||"2966635"|"32672177"
2|"February"|"None"|||||||||||||"2966635"|"32982926"
3|"March"|"None"|||||||||||||"2966635"|"32982927"
9|"September"|"None"|||||||||||||"2966635"|"32982928"
4|"April"|"None"|||||||||||||"2966642"|"32050757"
1|"January"|"None"|||||||||||||"2966642"|"32050758"
5|"May"|"None"|||||||||||||"2966642"|"32050759"
8|"August"|"None"|||||||||||||"2966642"|"32361508"
7|"July"|"None"|||||||||||||"2966642"|"32361509"
11|"November"|"None"|||||||||||||"2966642"|"32361510"
12|"December"|"None"|||||||||||||"2966642"|"32672259"
6|"June"|"None"|||||||||||||"2966642"|"32672260"
10|"October"|"None"|||||||||||||"2966642"|"32672261"
2|"February"|"None"|||||||||||||"2966642"|"32983010"
3|"March"|"None"|||||||||||||"2966642"|"32983011"
9|"September"|"None"|||||||||||||"2966642"|"32983012"
5|"May"|"None"|||||||||||||"2967188"|"32057311"
8|"August"|"None"|||||||||||||"2967188"|"32368060"
7|"July"|"None"|||||||||||||"2967188"|"32368061"
11|"November"|"None"|||||||||||||"2967188"|"32368062"
12|"December"|"None"|||||||||||||"2967188"|"32678811"
