4|"April"|"None"|||||||||||||"2964157"|"32020937"
1|"January"|"None"|||||||||||||"2964157"|"32020938"
5|"May"|"None"|||||||||||||"2964157"|"32020939"
8|"August"|"None"|||||||||||||"2964157"|"32331688"
7|"July"|"None"|||||||||||||"2964157"|"32331689"
11|"November"|"None"|||||||||||||"2964157"|"32331690"
12|"December"|"None"|||||||||||||"2964157"|"32642439"
6|"June"|"None"|||||||||||||"2964157"|"32642440"
10|"October"|"None"|||||||||||||"2964157"|"32642441"
2|"February"|"None"|||||||||||||"2964157"|"32953190"
3|"March"|"None"|||||||||||||"2964157"|"32953191"
9|"September"|"None"|||||||||||||"2964157"|"32953192"
4|"April"|"None"|||||||||||||"2964402"|"32023877"
1|"January"|"None"|||||||||||||"2964402"|"32023878"
5|"May"|"None"|||||||||||||"2964402"|"32023879"
8|"August"|"None"|||||||||||||"2964402"|"32334628"
7|"July"|"None"|||||||||||||"2964402"|"32334629"
11|"November"|"None"|||||||||||||"2964402"|"32334630"
12|"December"|"None"|||||||||||||"2964402"|"32645379"
6|"June"|"None"|||||||||||||"2964402"|"32645380"
10|"October"|"None"|||||||||||||"2964402"|"32645381"
2|"February"|"None"|||||||||||||"2964402"|"32956130"
3|"March"|"None"|||||||||||||"2964402"|"32956131"
9|"September"|"None"|||||||||||||"2964402"|"32956132"
4|"April"|"None"|||||||||||||"2964439"|"32024321"
1|"January"|"None"|||||||||||||"2964439"|"32024322"
5|"May"|"Frequent"|"Brief"||||||||||||"2964439"|"32024323"
8|"August"|"None"|||||||||||||"2964439"|"32335072"
7|"July"|"None"|||||||||||||"2964439"|"32335073"
11|"November"|"None"|||||||||||||"2964439"|"32335074"
12|"December"|"None"|||||||||||||"2964439"|"32645823"
6|"June"|"Frequent"|"Brief"||||||||||||"2964439"|"32645824"
10|"October"|"None"|||||||||||||"2964439"|"32645825"
2|"February"|"None"|||||||||||||"2964439"|"32956574"
3|"March"|"None"|||||||||||||"2964439"|"32956575"
9|"September"|"None"|||||||||||||"2964439"|"32956576"
4|"April"|"Frequent"|"Brief"||||||||||||"2964440"|"32024333"
1|"January"|"None"|||||||||||||"2964440"|"32024334"
5|"May"|"Frequent"|"Brief"||||||||||||"2964440"|"32024335"
8|"August"|"None"|||||||||||||"2964440"|"32335084"
7|"July"|"None"|||||||||||||"2964440"|"32335085"
11|"November"|"None"|||||||||||||"2964440"|"32335086"
12|"December"|"None"|||||||||||||"2964440"|"32645835"
6|"June"|"Frequent"|"Brief"||||||||||||"2964440"|"32645836"
10|"October"|"None"|||||||||||||"2964440"|"32645837"
2|"February"|"None"|||||||||||||"2964440"|"32956586"
3|"March"|"None"|||||||||||||"2964440"|"32956587"
9|"September"|"None"|||||||||||||"2964440"|"32956588"
4|"April"|"Frequent"|"Brief"||||||||||||"2964441"|"32024345"
1|"January"|"None"|||||||||||||"2964441"|"32024346"
5|"May"|"Frequent"|"Brief"||||||||||||"2964441"|"32024347"
8|"August"|"None"|||||||||||||"2964441"|"32335096"
7|"July"|"None"|||||||||||||"2964441"|"32335097"
11|"November"|"None"|||||||||||||"2964441"|"32335098"
12|"December"|"None"|||||||||||||"2964441"|"32645847"
6|"June"|"Frequent"|"Brief"||||||||||||"2964441"|"32645848"
10|"October"|"None"|||||||||||||"2964441"|"32645849"
2|"February"|"None"|||||||||||||"2964441"|"32956598"
3|"March"|"None"|||||||||||||"2964441"|"32956599"
9|"September"|"None"|||||||||||||"2964441"|"32956600"
4|"April"|"None"|||||||||||||"2964442"|"32024357"
1|"January"|"None"|||||||||||||"2964442"|"32024358"
5|"May"|"None"|||||||||||||"2964442"|"32024359"
8|"August"|"None"|||||||||||||"2964442"|"32335108"
7|"July"|"None"|||||||||||||"2964442"|"32335109"
11|"November"|"None"|||||||||||||"2964442"|"32335110"
12|"December"|"None"|||||||||||||"2964442"|"32645859"
6|"June"|"None"|||||||||||||"2964442"|"32645860"
10|"October"|"None"|||||||||||||"2964442"|"32645861"
2|"February"|"None"|||||||||||||"2964442"|"32956610"
3|"March"|"None"|||||||||||||"2964442"|"32956611"
9|"September"|"None"|||||||||||||"2964442"|"32956612"
4|"April"|"None"|||||||||||||"2964444"|"32024381"
1|"January"|"None"|||||||||||||"2964444"|"32024382"
5|"May"|"None"|||||||||||||"2964444"|"32024383"
8|"August"|"None"|||||||||||||"2964444"|"32335132"
7|"July"|"None"|||||||||||||"2964444"|"32335133"
11|"November"|"None"|||||||||||||"2964444"|"32335134"
12|"December"|"None"|||||||||||||"2964444"|"32645883"
6|"June"|"None"|||||||||||||"2964444"|"32645884"
10|"October"|"None"|||||||||||||"2964444"|"32645885"
2|"February"|"None"|||||||||||||"2964444"|"32956634"
3|"March"|"None"|||||||||||||"2964444"|"32956635"
9|"September"|"None"|||||||||||||"2964444"|"32956636"
4|"April"|"None"|||||||||||||"2966096"|"32044205"
1|"January"|"None"|||||||||||||"2966096"|"32044206"
5|"May"|"None"|||||||||||||"2966096"|"32044207"
8|"August"|"None"|||||||||||||"2966096"|"32354956"
7|"July"|"None"|||||||||||||"2966096"|"32354957"
11|"November"|"None"|||||||||||||"2966096"|"32354958"
12|"December"|"None"|||||||||||||"2966096"|"32665707"
6|"June"|"None"|||||||||||||"2966096"|"32665708"
10|"October"|"None"|||||||||||||"2966096"|"32665709"
2|"February"|"None"|||||||||||||"2966096"|"32976458"
3|"March"|"None"|||||||||||||"2966096"|"32976459"
9|"September"|"None"|||||||||||||"2966096"|"32976460"
4|"April"|"None"|||||||||||||"2966097"|"32044217"
1|"January"|"None"|||||||||||||"2966097"|"32044218"
5|"May"|"None"|||||||||||||"2966097"|"32044219"
8|"August"|"None"|||||||||||||"2966097"|"32354968"
7|"July"|"None"|||||||||||||"2966097"|"32354969"
11|"November"|"None"|||||||||||||"2966097"|"32354970"
12|"December"|"None"|||||||||||||"2966097"|"32665719"
6|"June"|"None"|||||||||||||"2966097"|"32665720"
10|"October"|"None"|||||||||||||"2966097"|"32665721"
2|"February"|"None"|||||||||||||"2966097"|"32976470"
3|"March"|"None"|||||||||||||"2966097"|"32976471"
9|"September"|"None"|||||||||||||"2966097"|"32976472"
4|"April"|"None"|||||||||||||"2966098"|"32044229"
1|"January"|"None"|||||||||||||"2966098"|"32044230"
5|"May"|"None"|||||||||||||"2966098"|"32044231"
8|"August"|"None"|||||||||||||"2966098"|"32354980"
7|"July"|"None"|||||||||||||"2966098"|"32354981"
11|"November"|"None"|||||||||||||"2966098"|"32354982"
12|"December"|"None"|||||||||||||"2966098"|"32665731"
6|"June"|"None"|||||||||||||"2966098"|"32665732"
10|"October"|"None"|||||||||||||"2966098"|"32665733"
2|"February"|"None"|||||||||||||"2966098"|"32976482"
3|"March"|"None"|||||||||||||"2966098"|"32976483"
9|"September"|"None"|||||||||||||"2966098"|"32976484"
