p106.cli                                                                                                       
   45      1980
.18905E+05
  5    0.20000E-05 0.10000E-04 0.30000E-04 0.39000E-03 0.20000E-03
    0.00     0.00     0.00     0.00
NO EVENT   1980     1      0.00000E+00 0.00000E+00
NO EVENT   1980     2      0.00000E+00 0.00000E+00
NO EVENT   1980     3      0.00000E+00 0.00000E+00
NO EVENT   1980     4      0.00000E+00 0.00000E+00
NO EVENT   1980     5      0.00000E+00 0.00000E+00
NO EVENT   1980     6      0.00000E+00 0.00000E+00
NO EVENT   1980     7      0.14423E-02 0.00000E+00
NO EVENT   1980     8      0.34209E-02 0.00000E+00
EVENT      1980     9      0.25560E+05 0.12855E+00 0.18106E-01 0.32914E-01 0.62223E+03 0.10395E-02 0.19651E+02 0.00000E+00 0.00000E+00 0.24344E-01      0.99763E+03 0.00000E+00 0.81288E-01 0.15428E+00 0.45659E+00      0.68136E+00 0.22981E+00 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.53203E-02 0.00000E+00
EVENT      1980    10      0.22680E+05 0.17850E+00 0.68201E+00 0.15327E-01 0.28976E+03 0.29106E-02 0.55024E+02 0.00000E+00 0.00000E+00 0.30752E+00      0.31560E+03 0.00000E+00 0.55221E-01 0.10480E+00 0.31017E+00      0.46287E+00 0.15612E+00 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.71438E-02 0.00000E+00
EVENT      1980    11      0.97200E+04 0.11828E+00 0.43807E-01 0.17838E-01 0.33722E+03 0.66092E-02 0.12494E+03 0.00000E+00 0.00000E+00 0.34694E-01      0.56167E+03 0.00000E+00 0.84446E-01 0.16027E+00 0.47432E+00      0.70782E+00 0.23873E+00 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.88943E-02 0.00000E+00
SUBEVENT   1980    12      0.10545E-01 0.19935E+03 0.00000E+00 0.00000E+00 0.10575E-01 0.00000E+00
SUBEVENT   1980    13      0.11672E-01 0.22065E+03 0.00000E+00 0.00000E+00 0.12188E-01 0.00000E+00
SUBEVENT   1980    14      0.11179E-01 0.21133E+03 0.00000E+00 0.00000E+00 0.13737E-01 0.00000E+00
SUBEVENT   1980    15      0.10717E-01 0.20259E+03 0.00000E+00 0.00000E+00 0.15224E-01 0.00000E+00
SUBEVENT   1980    16      0.10259E-01 0.19395E+03 0.00000E+00 0.00000E+00 0.16651E-01 0.00000E+00
SUBEVENT   1980    17      0.94950E-02 0.17950E+03 0.00000E+00 0.00000E+00 0.18021E-01 0.00000E+00
