4|"April"|"None"|||||||||||||"2965088"|"32032109"
1|"January"|"None"|||||||||||||"2965088"|"32032110"
5|"May"|"None"|||||||||||||"2965088"|"32032111"
8|"August"|"None"|||||||||||||"2965088"|"32342860"
7|"July"|"None"|||||||||||||"2965088"|"32342861"
11|"November"|"None"|||||||||||||"2965088"|"32342862"
12|"December"|"None"|||||||||||||"2965088"|"32653611"
6|"June"|"None"|||||||||||||"2965088"|"32653612"
10|"October"|"None"|||||||||||||"2965088"|"32653613"
2|"February"|"None"|||||||||||||"2965088"|"32964362"
3|"March"|"None"|||||||||||||"2965088"|"32964363"
9|"September"|"None"|||||||||||||"2965088"|"32964364"
4|"April"|"None"||||0|7|15|||||||"2965100"|"32032253"
1|"January"|"None"||||0|7|15|||||||"2965100"|"32032254"
5|"May"|"None"||||0|7|15|||||||"2965100"|"32032255"
8|"August"|"None"|||||||||||||"2965100"|"32343004"
7|"July"|"None"|||||||||||||"2965100"|"32343005"
11|"November"|"None"|||||||||||||"2965100"|"32343006"
12|"December"|"None"||||0|7|15|||||||"2965100"|"32653755"
6|"June"|"None"|||||||||||||"2965100"|"32653756"
10|"October"|"None"|||||||||||||"2965100"|"32653757"
2|"February"|"None"||||0|7|15|||||||"2965100"|"32964506"
3|"March"|"None"||||0|7|15|||||||"2965100"|"32964507"
9|"September"|"None"|||||||||||||"2965100"|"32964508"
4|"April"|"None"|||||||||||||"2965101"|"32032265"
1|"January"|"None"|||||||||||||"2965101"|"32032266"
5|"May"|"None"|||||||||||||"2965101"|"32032267"
8|"August"|"None"|||||||||||||"2965101"|"32343016"
7|"July"|"None"|||||||||||||"2965101"|"32343017"
11|"November"|"None"|||||||||||||"2965101"|"32343018"
12|"December"|"None"|||||||||||||"2965101"|"32653767"
6|"June"|"None"|||||||||||||"2965101"|"32653768"
10|"October"|"None"|||||||||||||"2965101"|"32653769"
2|"February"|"None"|||||||||||||"2965101"|"32964518"
3|"March"|"None"|||||||||||||"2965101"|"32964519"
9|"September"|"None"|||||||||||||"2965101"|"32964520"
4|"April"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32032277"
1|"January"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32032278"
5|"May"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32032279"
8|"August"|"None"|||||||||||||"2965102"|"32343028"
7|"July"|"None"|||||||||||||"2965102"|"32343029"
11|"November"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32343030"
12|"December"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32653779"
6|"June"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32653780"
10|"October"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32653781"
2|"February"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32964530"
3|"March"|"Frequent"|"Long"|||0|45|91|||||||"2965102"|"32964531"
9|"September"|"None"|||||||||||||"2965102"|"32964532"
4|"April"|"Occasional"|"Long"||||||||||||"2965103"|"32032289"
1|"January"|"None"|||||||||||||"2965103"|"32032290"
5|"May"|"Occasional"|"Long"||||||||||||"2965103"|"32032291"
8|"August"|"None"|||||||||||||"2965103"|"32343040"
7|"July"|"Occasional"|"Long"||||||||||||"2965103"|"32343041"
