4|"April"|"None"|||||||||||||"2964168"|"32021069"
1|"January"|"None"|||||||||||||"2964168"|"32021070"
5|"May"|"None"|||||||||||||"2964168"|"32021071"
8|"August"|"None"|||||||||||||"2964168"|"32331820"
7|"July"|"None"|||||||||||||"2964168"|"32331821"
11|"November"|"None"|||||||||||||"2964168"|"32331822"
12|"December"|"None"|||||||||||||"2964168"|"32642571"
6|"June"|"None"|||||||||||||"2964168"|"32642572"
10|"October"|"None"|||||||||||||"2964168"|"32642573"
2|"February"|"None"|||||||||||||"2964168"|"32953322"
3|"March"|"None"|||||||||||||"2964168"|"32953323"
9|"September"|"None"|||||||||||||"2964168"|"32953324"
4|"April"|"None"|||||||||||||"2964169"|"32021081"
1|"January"|"None"|||||||||||||"2964169"|"32021082"
5|"May"|"None"|||||||||||||"2964169"|"32021083"
8|"August"|"None"|||||||||||||"2964169"|"32331832"
7|"July"|"None"|||||||||||||"2964169"|"32331833"
11|"November"|"None"|||||||||||||"2964169"|"32331834"
12|"December"|"None"|||||||||||||"2964169"|"32642583"
6|"June"|"None"|||||||||||||"2964169"|"32642584"
10|"October"|"None"|||||||||||||"2964169"|"32642585"
2|"February"|"None"|||||||||||||"2964169"|"32953334"
3|"March"|"None"|||||||||||||"2964169"|"32953335"
9|"September"|"None"|||||||||||||"2964169"|"32953336"
4|"April"|"None"|||||||||||||"2964170"|"32021093"
1|"January"|"None"|||||||||||||"2964170"|"32021094"
5|"May"|"None"|||||||||||||"2964170"|"32021095"
8|"August"|"None"|||||||||||||"2964170"|"32331844"
7|"July"|"None"|||||||||||||"2964170"|"32331845"
11|"November"|"None"|||||||||||||"2964170"|"32331846"
12|"December"|"None"|||||||||||||"2964170"|"32642595"
6|"June"|"None"|||||||||||||"2964170"|"32642596"
10|"October"|"None"|||||||||||||"2964170"|"32642597"
2|"February"|"None"|||||||||||||"2964170"|"32953346"
3|"March"|"None"|||||||||||||"2964170"|"32953347"
9|"September"|"None"|||||||||||||"2964170"|"32953348"
4|"April"|"None"|||||||||||||"2964171"|"32021105"
1|"January"|"None"|||||||||||||"2964171"|"32021106"
5|"May"|"None"|||||||||||||"2964171"|"32021107"
8|"August"|"None"|||||||||||||"2964171"|"32331856"
7|"July"|"None"|||||||||||||"2964171"|"32331857"
11|"November"|"None"|||||||||||||"2964171"|"32331858"
12|"December"|"None"|||||||||||||"2964171"|"32642607"
6|"June"|"None"|||||||||||||"2964171"|"32642608"
10|"October"|"None"|||||||||||||"2964171"|"32642609"
2|"February"|"None"|||||||||||||"2964171"|"32953358"
3|"March"|"None"|||||||||||||"2964171"|"32953359"
9|"September"|"None"|||||||||||||"2964171"|"32953360"
4|"April"|"None"|||||||||||||"2964175"|"32021153"
1|"January"|"None"|||||||||||||"2964175"|"32021154"
5|"May"|"None"|||||||||||||"2964175"|"32021155"
8|"August"|"None"|||||||||||||"2964175"|"32331904"
7|"July"|"None"|||||||||||||"2964175"|"32331905"
11|"November"|"None"|||||||||||||"2964175"|"32331906"
12|"December"|"None"|||||||||||||"2964175"|"32642655"
6|"June"|"None"|||||||||||||"2964175"|"32642656"
10|"October"|"None"|||||||||||||"2964175"|"32642657"
2|"February"|"None"|||||||||||||"2964175"|"32953406"
3|"March"|"None"|||||||||||||"2964175"|"32953407"
9|"September"|"None"|||||||||||||"2964175"|"32953408"
4|"April"|"None"|||||||||||||"2964176"|"32021165"
1|"January"|"None"|||||||||||||"2964176"|"32021166"
5|"May"|"None"|||||||||||||"2964176"|"32021167"
8|"August"|"None"|||||||||||||"2964176"|"32331916"
7|"July"|"None"|||||||||||||"2964176"|"32331917"
11|"November"|"None"|||||||||||||"2964176"|"32331918"
12|"December"|"None"|||||||||||||"2964176"|"32642667"
6|"June"|"None"|||||||||||||"2964176"|"32642668"
10|"October"|"None"|||||||||||||"2964176"|"32642669"
2|"February"|"None"|||||||||||||"2964176"|"32953418"
3|"March"|"None"|||||||||||||"2964176"|"32953419"
9|"September"|"None"|||||||||||||"2964176"|"32953420"
4|"April"|"None"|||||||||||||"2966065"|"32043833"
1|"January"|"None"|||||||||||||"2966065"|"32043834"
5|"May"|"None"|||||||||||||"2966065"|"32043835"
8|"August"|"None"|||||||||||||"2966065"|"32354584"
7|"July"|"None"|||||||||||||"2966065"|"32354585"
11|"November"|"None"|||||||||||||"2966065"|"32354586"
12|"December"|"None"|||||||||||||"2966065"|"32665335"
6|"June"|"None"|||||||||||||"2966065"|"32665336"
10|"October"|"None"|||||||||||||"2966065"|"32665337"
2|"February"|"None"|||||||||||||"2966065"|"32976086"
3|"March"|"None"|||||||||||||"2966065"|"32976087"
9|"September"|"None"|||||||||||||"2966065"|"32976088"
4|"April"|"None"|||||||||||||"2966066"|"32043845"
1|"January"|"None"|||||||||||||"2966066"|"32043846"
5|"May"|"None"|||||||||||||"2966066"|"32043847"
8|"August"|"None"|||||||||||||"2966066"|"32354596"
7|"July"|"None"|||||||||||||"2966066"|"32354597"
11|"November"|"None"|||||||||||||"2966066"|"32354598"
12|"December"|"None"|||||||||||||"2966066"|"32665347"
6|"June"|"None"|||||||||||||"2966066"|"32665348"
10|"October"|"None"|||||||||||||"2966066"|"32665349"
2|"February"|"None"|||||||||||||"2966066"|"32976098"
3|"March"|"None"|||||||||||||"2966066"|"32976099"
9|"September"|"None"|||||||||||||"2966066"|"32976100"
4|"April"|"None"|||||||||||||"2966067"|"32043857"
1|"January"|"None"|||||||||||||"2966067"|"32043858"
5|"May"|"None"|||||||||||||"2966067"|"32043859"
8|"August"|"None"|||||||||||||"2966067"|"32354608"
7|"July"|"None"|||||||||||||"2966067"|"32354609"
11|"November"|"None"|||||||||||||"2966067"|"32354610"
12|"December"|"None"|||||||||||||"2966067"|"32665359"
6|"June"|"None"|||||||||||||"2966067"|"32665360"
10|"October"|"None"|||||||||||||"2966067"|"32665361"
2|"February"|"None"|||||||||||||"2966067"|"32976110"
3|"March"|"None"|||||||||||||"2966067"|"32976111"
9|"September"|"None"|||||||||||||"2966067"|"32976112"
4|"April"|"None"|||||||||||||"2966069"|"32043881"
1|"January"|"None"|||||||||||||"2966069"|"32043882"
5|"May"|"None"|||||||||||||"2966069"|"32043883"
8|"August"|"None"|||||||||||||"2966069"|"32354632"
7|"July"|"None"|||||||||||||"2966069"|"32354633"
11|"November"|"None"|||||||||||||"2966069"|"32354634"
12|"December"|"None"|||||||||||||"2966069"|"32665383"
6|"June"|"None"|||||||||||||"2966069"|"32665384"
10|"October"|"None"|||||||||||||"2966069"|"32665385"
2|"February"|"None"|||||||||||||"2966069"|"32976134"
3|"March"|"None"|||||||||||||"2966069"|"32976135"
9|"September"|"None"|||||||||||||"2966069"|"32976136"
4|"April"|"None"|||||||||||||"2966071"|"32043905"
1|"January"|"None"|||||||||||||"2966071"|"32043906"
5|"May"|"None"|||||||||||||"2966071"|"32043907"
8|"August"|"None"|||||||||||||"2966071"|"32354656"
7|"July"|"None"|||||||||||||"2966071"|"32354657"
11|"November"|"None"|||||||||||||"2966071"|"32354658"
12|"December"|"None"|||||||||||||"2966071"|"32665407"
6|"June"|"None"|||||||||||||"2966071"|"32665408"
10|"October"|"None"|||||||||||||"2966071"|"32665409"
2|"February"|"None"|||||||||||||"2966071"|"32976158"
3|"March"|"None"|||||||||||||"2966071"|"32976159"
9|"September"|"None"|||||||||||||"2966071"|"32976160"
4|"April"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32044169"
1|"January"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32044170"
5|"May"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32044171"
8|"August"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32354920"
7|"July"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32354921"
11|"November"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32354922"
12|"December"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32665671"
6|"June"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32665672"
10|"October"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32665673"
2|"February"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32976422"
3|"March"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32976423"
9|"September"|"Frequent"|"Very brief"|||0|15|30|||||||"2966093"|"32976424"
4|"April"|"Frequent"|"Brief"||||||||||||"2966248"|"32046029"
1|"January"|"Frequent"|"Brief"||||||||||||"2966248"|"32046030"
5|"May"|"Frequent"|"Brief"||||||||||||"2966248"|"32046031"
8|"August"|"None"|||||||||||||"2966248"|"32356780"
7|"July"|"None"|||||||||||||"2966248"|"32356781"
11|"November"|"Frequent"|"Brief"||||||||||||"2966248"|"32356782"
12|"December"|"Frequent"|"Brief"||||||||||||"2966248"|"32667531"
6|"June"|"None"|||||||||||||"2966248"|"32667532"
10|"October"|"None"|||||||||||||"2966248"|"32667533"
2|"February"|"Frequent"|"Brief"||||||||||||"2966248"|"32978282"
3|"March"|"Frequent"|"Brief"||||||||||||"2966248"|"32978283"
9|"September"|"None"|||||||||||||"2966248"|"32978284"
4|"April"|"None"|||||||||||||"2966249"|"32046041"
1|"January"|"None"|||||||||||||"2966249"|"32046042"
5|"May"|"None"|||||||||||||"2966249"|"32046043"
8|"August"|"None"|||||||||||||"2966249"|"32356792"
7|"July"|"None"|||||||||||||"2966249"|"32356793"
11|"November"|"None"|||||||||||||"2966249"|"32356794"
12|"December"|"None"|||||||||||||"2966249"|"32667543"
6|"June"|"None"|||||||||||||"2966249"|"32667544"
10|"October"|"None"|||||||||||||"2966249"|"32667545"
2|"February"|"None"|||||||||||||"2966249"|"32978294"
3|"March"|"None"|||||||||||||"2966249"|"32978295"
9|"September"|"None"|||||||||||||"2966249"|"32978296"
4|"April"|"None"|||||||||||||"2966250"|"32046053"
1|"January"|"None"|||||||||||||"2966250"|"32046054"
5|"May"|"None"|||||||||||||"2966250"|"32046055"
8|"August"|"None"|||||||||||||"2966250"|"32356804"
7|"July"|"None"|||||||||||||"2966250"|"32356805"
11|"November"|"None"|||||||||||||"2966250"|"32356806"
12|"December"|"None"|||||||||||||"2966250"|"32667555"
6|"June"|"None"|||||||||||||"2966250"|"32667556"
10|"October"|"None"|||||||||||||"2966250"|"32667557"
2|"February"|"None"|||||||||||||"2966250"|"32978306"
3|"March"|"None"|||||||||||||"2966250"|"32978307"
9|"September"|"None"|||||||||||||"2966250"|"32978308"
4|"April"|"None"|||||||||||||"2966251"|"32046065"
1|"January"|"None"|||||||||||||"2966251"|"32046066"
5|"May"|"None"|||||||||||||"2966251"|"32046067"
8|"August"|"None"|||||||||||||"2966251"|"32356816"
7|"July"|"None"|||||||||||||"2966251"|"32356817"
11|"November"|"None"|||||||||||||"2966251"|"32356818"
12|"December"|"None"|||||||||||||"2966251"|"32667567"
6|"June"|"None"|||||||||||||"2966251"|"32667568"
10|"October"|"None"|||||||||||||"2966251"|"32667569"
2|"February"|"None"|||||||||||||"2966251"|"32978318"
3|"March"|"None"|||||||||||||"2966251"|"32978319"
9|"September"|"None"|||||||||||||"2966251"|"32978320"
4|"April"|"None"|||||||||||||"2966252"|"32046077"
1|"January"|"None"|||||||||||||"2966252"|"32046078"
5|"May"|"None"|||||||||||||"2966252"|"32046079"
8|"August"|"None"|||||||||||||"2966252"|"32356828"
7|"July"|"None"|||||||||||||"2966252"|"32356829"
11|"November"|"None"|||||||||||||"2966252"|"32356830"
12|"December"|"None"|||||||||||||"2966252"|"32667579"
6|"June"|"None"|||||||||||||"2966252"|"32667580"
10|"October"|"None"|||||||||||||"2966252"|"32667581"
2|"February"|"None"|||||||||||||"2966252"|"32978330"
