p106.cli                                                                                                       
   45      1980
.18905E+05
  5    0.20000E-05 0.10000E-04 0.30000E-04 0.39000E-03 0.20000E-03
    0.00     0.00     0.00     0.00
NO EVENT   1980     1      0.00000E+00 0.00000E+00
NO EVENT   1980     2      0.00000E+00 0.00000E+00
NO EVENT   1980     3      0.00000E+00 0.00000E+00
NO EVENT   1980     4      0.00000E+00 0.00000E+00
NO EVENT   1980     5      0.00000E+00 0.00000E+00
NO EVENT   1980     6      0.00000E+00 0.00000E+00
NO EVENT   1980     7      0.00000E+00 0.00000E+00
NO EVENT   1980     8      0.00000E+00 0.00000E+00
EVENT      1980     9      0.25560E+05 0.17449E+00 0.24576E-01 0.37074E-01 0.70086E+03 0.18877E-02 0.35686E+02 0.00000E+00 0.00000E+00 0.27420E-01      0.27091E+03 0.00000E+00 0.19597E-01 0.37194E-01 0.11008E+00      0.16427E+00 0.55403E-01 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.13189E-02 0.00000E+00
EVENT      1980    10      0.22680E+05 0.19955E+00 0.31675E-01 0.15133E-01 0.28608E+03 0.33237E-02 0.62833E+02 0.00000E+00 0.00000E+00 0.12614E-01      0.14862E+02 0.00000E+00 0.26340E-02 0.49990E-02 0.14795E-01      0.22078E-01 0.74465E-02 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.33024E-02 0.00000E+00
EVENT      1980    11      0.97200E+04 0.16636E+00 0.61615E-01 0.18513E-01 0.34999E+03 0.63441E-02 0.11993E+03 0.00000E+00 0.00000E+00 0.36007E-01      0.16105E+03 0.00000E+00 0.23330E-01 0.44277E-01 0.13104E+00      0.19555E+00 0.65955E-01 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.52065E-02 0.00000E+00
SUBEVENT   1980    12      0.91710E-02 0.17337E+03 0.00000E+00 0.00000E+00 0.70345E-02 0.00000E+00
SUBEVENT   1980    13      0.11865E-01 0.22431E+03 0.00000E+00 0.00000E+00 0.87894E-02 0.00000E+00
SUBEVENT   1980    14      0.10983E-01 0.20763E+03 0.00000E+00 0.00000E+00 0.10474E-01 0.00000E+00
SUBEVENT   1980    15      0.10193E-01 0.19269E+03 0.00000E+00 0.00000E+00 0.12091E-01 0.00000E+00
SUBEVENT   1980    16      0.95531E-02 0.18060E+03 0.00000E+00 0.00000E+00 0.13644E-01 0.00000E+00
SUBEVENT   1980    17      0.87359E-02 0.16515E+03 0.00000E+00 0.00000E+00 0.15134E-01 0.00000E+00
SUBEVENT   1980    18      0.77564E-02 0.14663E+03 0.00000E+00 0.00000E+00 0.16565E-01 0.00000E+00
SUBEVENT   1980    19      0.68139E-02 0.12881E+03 0.00000E+00 0.00000E+00 0.17939E-01 0.00000E+00
SUBEVENT   1980    20      0.57729E-02 0.10913E+03 0.00000E+00 0.00000E+00 0.19258E-01 0.00000E+00
SUBEVENT   1980    21      0.49808E-02 0.94160E+02 0.00000E+00 0.00000E+00 0.20524E-01 0.00000E+00
SUBEVENT   1980    22      0.47356E-02 0.89524E+02 0.00000E+00 0.00000E+00 0.21739E-01 0.00000E+00
SUBEVENT   1980    23      0.40635E-02 0.76820E+02 0.00000E+00 0.00000E+00 0.22906E-01 0.00000E+00
SUBEVENT   1980    24      0.32967E-02 0.62323E+02 0.00000E+00 0.00000E+00 0.24026E-01 0.00000E+00
SUBEVENT   1980    25      0.26216E-02 0.49559E+02 0.00000E+00 0.00000E+00 0.25101E-01 0.00000E+00
SUBEVENT   1980    26      0.20781E-02 0.39286E+02 0.00000E+00 0.00000E+00 0.26133E-01 0.00000E+00
SUBEVENT   1980    27      0.16467E-02 0.31129E+02 0.00000E+00 0.00000E+00 0.27124E-01 0.00000E+00
EVENT      1980    28      0.19080E+05 0.19712E+00 0.37192E-01 0.13675E-01 0.25853E+03 0.25695E-02 0.48575E+02 0.00000E+00 0.00000E+00 0.13550E-01      0.18297E+02 0.00000E+00 0.35882E-02 0.68100E-02 0.20154E-01      0.30076E-01 0.10144E-01 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.28075E-01 0.00000E+00
EVENT      1980    29      0.45720E+05 0.21743E+00 0.17121E-01 0.18456E-01 0.34890E+03 0.57607E-02 0.10890E+03 0.00000E+00 0.00000E+00 0.76312E-02      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.28989E-01 0.00000E+00
SUBEVENT   1980    30      0.67037E-02 0.12673E+03 0.00000E+00 0.00000E+00 0.29865E-01 0.00000E+00
SUBEVENT   1980    31      0.81224E-02 0.15355E+03 0.00000E+00 0.00000E+00 0.30707E-01 0.00000E+00
SUBEVENT   1980    32      0.69476E-02 0.13134E+03 0.00000E+00 0.00000E+00 0.31515E-01 0.00000E+00
SUBEVENT   1980    33      0.55976E-02 0.10582E+03 0.00000E+00 0.00000E+00 0.32291E-01 0.00000E+00
SUBEVENT   1980    34      0.49518E-02 0.93613E+02 0.00000E+00 0.00000E+00 0.33035E-01 0.00000E+00
SUBEVENT   1980    35      0.46010E-02 0.86981E+02 0.00000E+00 0.00000E+00 0.33750E-01 0.00000E+00
SUBEVENT   1980    36      0.38687E-02 0.73135E+02 0.00000E+00 0.00000E+00 0.34436E-01 0.00000E+00
SUBEVENT   1980    37      0.31087E-02 0.58768E+02 0.00000E+00 0.00000E+00 0.35095E-01 0.00000E+00
SUBEVENT   1980    38      0.24632E-02 0.46566E+02 0.00000E+00 0.00000E+00 0.35727E-01 0.00000E+00
SUBEVENT   1980    39      0.19475E-02 0.36817E+02 0.00000E+00 0.00000E+00 0.36335E-01 0.00000E+00
SUBEVENT   1980    40      0.15368E-02 0.29052E+02 0.00000E+00 0.00000E+00 0.36917E-01 0.00000E+00
SUBEVENT   1980    41      0.12107E-02 0.22888E+02 0.00000E+00 0.00000E+00 0.37477E-01 0.00000E+00
SUBEVENT   1980    42      0.95130E-03 0.17984E+02 0.00000E+00 0.00000E+00 0.38014E-01 0.00000E+00
SUBEVENT   1980    43      0.74590E-03 0.14101E+02 0.00000E+00 0.00000E+00 0.38530E-01 0.00000E+00
EVENT      1980    44      0.19800E+05 0.23493E+00 0.42715E-01 0.50637E-02 0.95727E+02 0.12106E-02 0.22885E+02 0.00000E+00 0.00000E+00 0.48347E-02      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.39025E-01 0.00000E+00
EVENT      1980    45      0.19440E+05 0.17275E+00 0.27133E+00 0.59883E-01 0.11321E+04 0.44306E-02 0.83759E+02 0.00000E+00 0.00000E+00 0.49391E+00      0.45686E+03 0.00000E+00 0.20461E-01 0.38832E-01 0.11493E+00      0.17150E+00 0.57844E-01 0.50700E-01 0.96223E-01 0.28478E+00
     0.42497E+00 0.14333E+00 0.39500E-01 0.00000E+00
